web-scraper-order,web-scraper-start-url,Url,Url-href,Nama,Usaha Utama,Produk Utama,Alamat,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama (Produk Masal),Target Pasar Utama (Produk Spesifik),Tingkat Pesaing Usaha,Total Aset,Penjualan Rata-Rata per Tahun,Proyeksi Pertumbuhan Penjualan (/tahun),Kebutuhan Pembiayaan Kredit,Nilai Aset yang dapat menjadi jaminan kredit,Jumlah Dokumen Persyaratan Kredit
"1622315269-4395","https://www.bi.go.id/bisaid","Otak-Otak Lilisdawati","https://www.bi.go.id/bisaid/bisaid/Detail?pm=PzGMo86sPLwpAz1sHyzsJg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Otak-Otak Lilisdawati","Usaha Utama  : Otak-Otak","Produk Utama : Otak-Otak","Abdul Rahman RT/RW  3/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANJUNG PINANG Provinsi KEPULAUAN RIAU 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Sedang","Rp. 0,00 Juta","Rp. 0,00 Juta","0 %/Tahun","Rp. 10,00 Juta","Rp. 50,00 Juta","7"
"1622315325-4413","https://www.bi.go.id/bisaid","USAHA BETON SAHRONI RAHMAN","https://www.bi.go.id/bisaid/bisaid/Detail?pm=vk/iDvBTWIK3Zeqj4L4Rbw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","USAHA BETON SAHRONI RAHMAN","Usaha Utama  : Pengerajin Beton","Produk Utama : Paving Blok, Beton, Roster","Jl. Raya Jur. Paokmotong RT/RW  00/00 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LOMBOK TIMUR Provinsi NUSA TENGGARA BARAT 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %","Tinggi","Rp. 181,00 Juta","Rp. 58,00 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 115,00 Juta","6"
"1622316971-4930","https://www.bi.go.id/bisaid","Pembuatan Gula Merah/Nira Kelapa","https://www.bi.go.id/bisaid/bisaid/Detail?pm=IRhvpVdb/ZNIkCjUf/jshQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Pembuatan Gula Merah/Nira Kelapa","Usaha Utama  : Pembuatan Gula Merah","Produk Utama : Gula Merah","Propinsi RT/RW  8/- 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PENAJAM PASER UTARA Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 4,00 Juta","Rp. 28,80 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 58,00 Juta","5"
"1622316018-4627","https://www.bi.go.id/bisaid","-","https://www.bi.go.id/bisaid/bisaid/Detail?pm=H9Ptgdd1BbIUmF2B/wkJRg==&mp=LhrIHvxx5uWPOvZTrS6CKw==","-","Usaha Utama  : Pembuatan Krupuk Gandum dan Rengginan","Produk Utama : Krupuk Gandum dan Rengginan","Dusun Kauman RT/RW  40604 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN SEMARANG Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","2","-","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   95,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   5,00 %","Sedang","Rp. 179,00 Juta","Rp. 10,50 Juta","25 %/Tahun","Rp. 8,00 Juta","Rp. 140,00 Juta","5"
"1622317197-4999","https://www.bi.go.id/bisaid","Usaha Gorong-Gorong Dg Baji","https://www.bi.go.id/bisaid/bisaid/Detail?pm=b568pW/7Jv1p+waK6ydIkQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Usaha Gorong-Gorong Dg Baji","Usaha Utama  : Pembuatan Gorong-gorong","Produk Utama : Gorong-Gorong","Pallangga Raya Br Untia RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GOWA Provinsi SULAWESI SELATAN 

                                        Telp : - Fax : -","Usaha Dagang (UD)","6","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 777,00 Juta","Rp. 945,00 Juta","10 %/Tahun","Rp. 0,00 Juta","Rp. 162,00 Juta","5"
"1622314910-4285","https://www.bi.go.id/bisaid","Aura Ksih Tempe","https://www.bi.go.id/bisaid/bisaid/Detail?pm=jN56EV9hRY0lrc6vH2lV9g==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Aura Ksih Tempe","Usaha Utama  : Pembuatan Tempe","Produk Utama : Tempe","Dharmabakti RT/RW  40545 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PEKANBARU Provinsi SUMATERA BARAT 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 22,18 Juta","Rp. 180,00 Juta","20 %/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta","3"
"1622314996-4314","https://www.bi.go.id/bisaid","PHPM (Production House Putri Mandiri)","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Nl9DsuCtNwryrVAnVA/sQA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","PHPM (Production House Putri Mandiri)","Usaha Utama  : Pembuatan Risoles, Puding, Sus, Dll","Produk Utama : Risoles, Puding, Sus, Dll","Kolonel Maitun No. 309 RT/RW  40580 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANDUNG Provinsi JAWA BARAT 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   70,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   30,00 %","Sedang","Rp. 2,80 Juta","Rp. 48,00 Juta","61 %/Tahun","Rp. 8,00 Juta","Rp. 0,00 Juta","3"
"1622317339-5042","https://www.bi.go.id/bisaid","Industri Keripik","https://www.bi.go.id/bisaid/bisaid/Detail?pm=bRZcWdqGwYqwiqLn6VuZbQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Industri Keripik","Usaha Utama  : Industri Keripik","Produk Utama : Keripik","Meratus Baru No. 21 RT/RW  48/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   60,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   40,00 %","Sedang","Rp. 90,78 Juta","Rp. 11,10 Juta","5 %/Tahun","Rp. 9,50 Juta","Rp. 90,00 Juta","5"
"1622316652-4830","https://www.bi.go.id/bisaid","Gilang","https://www.bi.go.id/bisaid/bisaid/Detail?pm=XMCQWFyTLWhiDViip5RG8w==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Gilang","Usaha Utama  : Pembuatan Sumpia","Produk Utama : Sumpia","Musyawarah F No. 119 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN DELI SERDANG Provinsi SUMATERA UTARA 

                                        Telp : - Fax : -","Perorangan","7","Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 7,15 Juta","Rp. 308,88 Juta","15 %/Tahun","Rp. 10,00 Juta","Rp. 6,00 Juta","3"
"1622314889-4278","https://www.bi.go.id/bisaid","Modest Art Collection","https://www.bi.go.id/bisaid/bisaid/Detail?pm=hUzU6WEbW4KiGxq/wOGOsQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Modest Art Collection","Usaha Utama  : Pembuatan Tas","Produk Utama : Tas","KS Tubun No. 56  RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA YOGYAKARTA Provinsi DI YOGYAKARTA 

                                        Telp : - Fax : -","Perorangan","4","Retail dan Distributor","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Sedang","Rp. 62,00 Juta","Rp. 36,00 Juta","30 %/Tahun","Rp. 7,50 Juta","Rp. 58,00 Juta","6"
"1622317565-5112","https://www.bi.go.id/bisaid","Rahma","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ROqxGAI8E2lWPEpq9VvIXA==&mp=fOhzApotY5QnAtxxXvjAfA==","Rahma","Usaha Utama  : Tenun","Produk Utama : Sarung Samarinda","Jl P Bendaahara RT/RW  01/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SAMARINDA Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   30,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   60,00 %","Rendah","Rp. 128.700.000,00 Juta","Rp. 29.500.000,00 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 65,00 Juta","3"
"1622317145-4984","https://www.bi.go.id/bisaid","Snack Bintang Mandiri","https://www.bi.go.id/bisaid/bisaid/Detail?pm=5vEDCfFCgc5Abu9JbpfAXA==&mp=fOhzApotY5QnAtxxXvjAfA==","Snack Bintang Mandiri","Usaha Utama  : Produksi Makanan","Produk Utama : Pangsit, Stik, Criping","Untung Suropati RT/RW  2/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GROBOGAN Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Usaha Dagang (UD)","3","Retail dan Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 71,00 Juta","Rp. 93,00 Juta","50 %/Tahun","Rp. 9,00 Juta","Rp. 82,00 Juta","6"
"1622315666-4517","https://www.bi.go.id/bisaid","Peyek Bu Siti","https://www.bi.go.id/bisaid/bisaid/Detail?pm=cpzeGcfEW8gr1fA6Tooysg==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Peyek Bu Siti","Usaha Utama  : Produksi Peyek","Produk Utama : Peyek","Meratus Dalam No. 37 RT/RW  46/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","2","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   60,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   40,00 %","Rendah","Rp. 8,90 Juta","Rp. 63,00 Juta","5 %/Tahun","Rp. 3,00 Juta","Rp. 6,00 Juta","5"
"1622316634-4824","https://www.bi.go.id/bisaid","Pengerajin Patung Famowaa","https://www.bi.go.id/bisaid/bisaid/Detail?pm=oSDLugTSuaFfvMDLrK4aHA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Pengerajin Patung Famowaa","Usaha Utama  : Pengerajin Patung","Produk Utama : Patung","Bawo Mataluo RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN NIAS SELATAN Provinsi SUMATERA UTARA 

                                        Telp : 0 Fax : -","Perorangan","1","Retail dan Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %","Sedang","Rp. 44,00 Juta","Rp. 15,00 Juta","25 %/Tahun","Rp. 2,00 Juta","Rp. 40,00 Juta","2"
"1622316095-4652","https://www.bi.go.id/bisaid","Audia Tas","https://www.bi.go.id/bisaid/bisaid/Detail?pm=6LM0Lb9QbULk0taDlfvL9w==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Audia Tas","Usaha Utama  : Pembuatan tas","Produk Utama : Tas","Perkampungan Industri Kecil Blok B No156 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","4","Distributor","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Sedang","Rp. 385,00 Juta","Rp. 125,00 Juta","30 %/Tahun","Rp. 0,00 Juta","Rp. 344,00 Juta","7"
"1622317623-5130","https://www.bi.go.id/bisaid","Adi Jaya Konveksi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=0NMdhorKtsa3f9+SN++ZQw==&mp=2BbfzMJpZb2nANZ3GT30ng==","Adi Jaya Konveksi","Usaha Utama  : Topi","Produk Utama : Topi","Jl Bandung  RT/RW  40725 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN KEBUMEN Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","4","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Sedang","Rp. 127,00 Juta","Rp. 68,00 Juta","10 %/Tahun","Rp. 6,00 Juta","Rp. 60,00 Juta","4"
"1622316693-4843","https://www.bi.go.id/bisaid","Ramalima","https://www.bi.go.id/bisaid/bisaid/Detail?pm=nFRY+UaLg2SHe7sFv2hhWA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","","Usaha Utama  :","Produk Utama :","RT/RW   

                                        Kelurahan  Kecamatan  Kabupaten  Provinsi  

                                        Telp :  Fax :","","","","0,00 %","0,00 %","","Rp. 0,00 Juta","Rp. 0,00 Juta","%/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta",""
"1622316309-4720","https://www.bi.go.id/bisaid","-","https://www.bi.go.id/bisaid/bisaid/Detail?pm=U1kIQQNA1LtWZiInA4PqKg==&mp=LhrIHvxx5uWPOvZTrS6CKw==","","Usaha Utama  :","Produk Utama :","RT/RW   

                                        Kelurahan  Kecamatan  Kabupaten  Provinsi  

                                        Telp :  Fax :","","","","0,00 %","0,00 %","","Rp. 0,00 Juta","Rp. 0,00 Juta","%/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta",""
"1622317532-5101","https://www.bi.go.id/bisaid","JAWARIAH","https://www.bi.go.id/bisaid/bisaid/Detail?pm=/TOvOWQ7aZLSI6hXfmnHSQ==&mp=fOhzApotY5QnAtxxXvjAfA==","JAWARIAH","Usaha Utama  : Tenun","Produk Utama : Sarung Samarinda","JL  P BENDAHARA RT/RW  25/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SAMARINDA Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 156.000.000,00 Juta","Rp. 47.400.000,00 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 85,00 Juta","4"
"1622316448-4766","https://www.bi.go.id/bisaid","Cv Kayu Prima Nusantara","https://www.bi.go.id/bisaid/bisaid/Detail?pm=+ry95334SquHAA0AnmhWhw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Cv Kayu Prima Nusantara","Usaha Utama  : Pembuatan Lantai Kayu","Produk Utama : Lantai Kayu","Erlangga Barat Vii/5 RT/RW  09/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SEMARANG Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","CV","23","Retail dan Distributor","Tidak Ada   0,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   100,00 %","Tinggi","Rp. 646,50 Juta","Rp. 1.120,00 Juta","10 %/Tahun","Rp. 0,00 Juta","Rp. 674,00 Juta","9"
"1622314671-4205","https://www.bi.go.id/bisaid","Jembar Ii","https://www.bi.go.id/bisaid/bisaid/Detail?pm=2b6Fj+4fw/vr5vfw9u7cKA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","","Usaha Utama  :","Produk Utama :","RT/RW   

                                        Kelurahan  Kecamatan  Kabupaten  Provinsi  

                                        Telp :  Fax :","","","","0,00 %","0,00 %","","Rp. 0,00 Juta","Rp. 0,00 Juta","%/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta",""
"1622316822-4883","https://www.bi.go.id/bisaid","Usaha Batu Merah Ngantung","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Y5zNwovazfvaxGHe3kCkzA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Usaha Batu Merah Ngantung","Usaha Utama  : Pembuatan Batu Bata","Produk Utama : Batu Bata","Tamattia RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GOWA Provinsi SULAWESI SELATAN 

                                        Telp : - Fax : -","Perorangan","6","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %","Sedang","Rp. 34,90 Juta","Rp. 221,00 Juta","30 %/Tahun","Rp. 10,00 Juta","Rp. 25,00 Juta","3"
"1622315315-4410","https://www.bi.go.id/bisaid","TOKO PUPUK H. ALIMUDIN","https://www.bi.go.id/bisaid/bisaid/Detail?pm=1EUE4JFIX1ZHLrT1+lXayg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","TOKO PUPUK H. ALIMUDIN","Usaha Utama  : Pengecer Pupuk","Produk Utama : Pupuk","Raya Gerami RT/RW  00/00 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LOMBOK TIMUR Provinsi NUSA TENGGARA BARAT 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 493,00 Juta","Rp. 61,00 Juta","30 %/Tahun","Rp. 8,00 Juta","Rp. 75,00 Juta","5"
"1622314581-4173","https://www.bi.go.id/bisaid","Doa Restu","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ZZKlIzT5fEqurg7rP39Bmg==&mp=5JdvraNzQnzSzI+hC9alEQ==","Doa Restu","Usaha Utama  : Pabrik Kerupuk","Produk Utama : Kerupuk","Lorong Sekolah RT/RW  5/1/2020 

                                        Kelurahan SIDO LEGO Kecamatan TABIR LINTAS Kabupaten KABUPATEN MERANGIN Provinsi JAMBI 

                                        Telp : - Fax : -","Perorangan","2","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 34,00 Juta","Rp. 360,00 Juta","- %/Tahun","Rp. 10,00 Juta","Rp. 30,00 Juta","6"
"1622315298-4404","https://www.bi.go.id/bisaid","PAK BOO","https://www.bi.go.id/bisaid/bisaid/Detail?pm=gJ5zsqmTN6TMkvH4tQTcoA==&mp=Bjv3m4lcInn46OWc4jy6kQ==","PAK BOO","Usaha Utama  : KERAJINAN KERANG","Produk Utama : KERAJINAN KERANG","SEHAT GG. PUSARA LINK III RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANJUNG BALAI Provinsi SUMATERA UTARA 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 120,09 Juta","Rp. 98,00 Juta","5 %/Tahun","Rp. 10,00 Juta","Rp. 90,00 Juta","5"
"1622316022-4628","https://www.bi.go.id/bisaid","Gading Jaya","https://www.bi.go.id/bisaid/bisaid/Detail?pm=/fq8GvhFs3rVNnHvEeh/zw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Gading Jaya","Usaha Utama  : Pembuatan Tas","Produk Utama : Tas","Gadingan RT/RW  40548 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN SEMARANG Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","5","-","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Rendah","Rp. 240,00 Juta","Rp. 0,00 Juta","50 %/Tahun","Rp. 0,00 Juta","Rp. 135,00 Juta","9"
"1622317368-5050","https://www.bi.go.id/bisaid","Hasni","https://www.bi.go.id/bisaid/bisaid/Detail?pm=PxUagbFia6Vjra+EVN5lHw==&mp=fOhzApotY5QnAtxxXvjAfA==","Hasni","Usaha Utama  : Tenun","Produk Utama : Sarung Samarinda","P Bendahara RT/RW  23/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SAMARINDA Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   30,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   70,00 %","Tinggi","Rp. 190.850.000,00 Juta","Rp. 47.050.000,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 166,00 Juta","4"
"1622317507-5093","https://www.bi.go.id/bisaid","Gethuk Lindri Pak Sumain","https://www.bi.go.id/bisaid/bisaid/Detail?pm=YGvScOir86W/HTbaJnoxOQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Gethuk Lindri Pak Sumain","Usaha Utama  : Produksi Gethuk","Produk Utama : Gethuk","Jend. Sudirman No. 9 RT/RW  8/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","3","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   80,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   20,00 %","Rendah","Rp. 12,40 Juta","Rp. 216,00 Juta","5 %/Tahun","Rp. 5,00 Juta","Rp. 4,00 Juta","5"
"1622314396-4114","https://www.bi.go.id/bisaid","Batu Bata Puryanto","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Z6lUdBYygslP4IYXTT1YEw==&mp=5JdvraNzQnzSzI+hC9alEQ==","Batu Bata Puryanto","Usaha Utama  : Batu Bata","Produk Utama : Batu Bata","Bandara RT/RW  17/04 

                                        Kelurahan - Kecamatan RIMBO TENGAH Kabupaten KABUPATEN BUNGO Provinsi JAMBI 

                                        Telp : - Fax : -","Perorangan","5","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 39,00 Juta","Rp. 372,00 Juta","- %/Tahun","Rp. 9,00 Juta","Rp. 30,00 Juta","5"
"1622314710-4218","https://www.bi.go.id/bisaid","Junjungan Souvenir","https://www.bi.go.id/bisaid/bisaid/Detail?pm=us4eqc7LBPNV1VqlJudA+A==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Junjungan Souvenir","Usaha Utama  : Pembuatan Plakat","Produk Utama : Plakat","Mas Suharto K 2 RT/RW  39/13 

                                        Kelurahan - Kecamatan - Kabupaten KOTA YOGYAKARTA Provinsi DI YOGYAKARTA 

                                        Telp : - Fax : -","Perorangan","17","Retail dan Distributor","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Sedang","Rp. 30,40 Juta","Rp. 90,00 Juta","50 %/Tahun","Rp. 9,00 Juta","Rp. 6,00 Juta","5"
"1622315276-4397","https://www.bi.go.id/bisaid","Ngadiman Craft","https://www.bi.go.id/bisaid/bisaid/Detail?pm=FBlAA/b7mrWRJ74eAfiCqw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Ngadiman Craft","Usaha Utama  : Pembuatan Pot dan Vas","Produk Utama : Pot dan Vas","Jeron Tabag/bk XVI Gedongan RT/RW  07/- 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANTUL Provinsi DI YOGYAKARTA 

                                        Telp : - Fax : -","Perorangan","2","Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   20,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   80,00 %","Tinggi","Rp. 123,75 Juta","Rp. 72,00 Juta","30 %/Tahun","Rp. 5,00 Juta","Rp. 20,00 Juta","4"
"1622316807-4878","https://www.bi.go.id/bisaid","Usaha Gowa Mandiri","https://www.bi.go.id/bisaid/bisaid/Detail?pm=R3ld8/nStamCBYRHXMSNKQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Usaha Gowa Mandiri","Usaha Utama  : Pembuatan Jagung Bakar","Produk Utama : Jagung Bakar","Malino Km 14 Galo Govo 24 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GOWA Provinsi SULAWESI SELATAN 

                                        Telp : - Fax : -","Perorangan","5","Retail dan Distributor","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Rendah","Rp. 59,60 Juta","Rp. 369,00 Juta","10 %/Tahun","Rp. 6,00 Juta","Rp. 30,00 Juta","4"
